epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.6927169179016689,0.5200471698113207,0.6942536641569699,0.5147058823529411,0.001
2,0.6922964734851189,0.5294811320754716,0.6941152067745433,0.5147058823529411,0.001
3,0.6919196574193127,0.5294811320754716,0.6937985819928786,0.5147058823529411,0.001
4,0.6913516510207698,0.5294811320754716,0.6938098416608922,0.5147058823529411,0.001
5,0.6917590622632008,0.5294811320754716,0.6935294824488023,0.5147058823529411,0.001
6,0.6915260665821579,0.5294811320754716,0.6933231823584612,0.5147058823529411,0.001
7,0.6915384069928583,0.5300707547169812,0.6933403702343212,0.5147058823529411,0.001
8,0.6913680040611411,0.5300707547169812,0.6933779330814586,0.5117647058823529,0.001
9,0.6915213443198294,0.53125,0.6945950395920697,0.5147058823529411,0.001
10,0.6910557409502426,0.53125,0.6935317698646994,0.5058823529411764,0.001
11,0.6911276050333707,0.5324292452830188,0.6938926416284897,0.5088235294117647,0.001
12,0.6912852593188016,0.5235849056603774,0.6937788002631243,0.4970588235294118,0.001
13,0.6914227998481607,0.5300707547169812,0.6939437739989337,0.5117647058823529,0.001
14,0.690491645965936,0.5341981132075472,0.693905636843513,0.5058823529411764,0.001
15,0.6905451282015387,0.5359669811320755,0.6947967992109411,0.49117647058823527,0.001
16,0.6907871241839427,0.5377358490566038,0.694584450301002,0.49411764705882355,0.001
17,0.6903709713018166,0.5341981132075472,0.6947987051571116,0.49411764705882355,0.0005
18,0.6888108444663713,0.5365566037735849,0.6958336304215824,0.49117647058823527,0.0005
19,0.6892685845213117,0.5336084905660378,0.6953655684695524,0.4823529411764706,0.0005
20,0.6878962201892205,0.5536556603773585,0.695586084618288,0.49411764705882355,0.0005
21,0.6893462741150046,0.5430424528301887,0.6947879566865809,0.49411764705882355,0.0005
22,0.6876201989515772,0.5471698113207547,0.6948037105448106,0.4970588235294118,0.0005
23,0.6873374986198714,0.5471698113207547,0.6949834781534532,0.5029411764705882,0.0005
24,0.6869352898507748,0.5548349056603774,0.6946277218706468,0.4823529411764706,0.0005
25,0.685967817621411,0.5489386792452831,0.6948037722531487,0.5294117647058824,0.0005
26,0.6867178847204964,0.5418632075471698,0.6929847212398753,0.5147058823529411,0.0005
27,0.685787448343241,0.5530660377358491,0.6928833274280324,0.5029411764705882,0.0005
28,0.6853317584631577,0.5571933962264151,0.6941497718586641,0.5117647058823529,0.0005
29,0.6860031091941977,0.5483490566037735,0.6964227858711691,0.47058823529411764,0.0005
30,0.6839453814164648,0.5454009433962265,0.6952568755430334,0.49411764705882355,0.0005
31,0.6833710389317207,0.5613207547169812,0.6923407063764684,0.5,0.0005
32,0.6827660349180114,0.5642688679245284,0.7013755342539619,0.4823529411764706,0.0005
33,0.6845716440452719,0.5554245283018868,0.7016930902705473,0.49117647058823527,0.0005
34,0.6861777946634112,0.5477594339622641,0.6935233550913193,0.4852941176470588,0.0005
35,0.6813249036950885,0.5683962264150944,0.6906880729338702,0.5205882352941177,0.0005
36,0.6805159438331172,0.5707547169811321,0.693427562012392,0.4970588235294118,0.0005
37,0.6828959156882088,0.5707547169811321,0.6941987745902117,0.5117647058823529,0.0005
38,0.6835180251103528,0.5548349056603774,0.6935966281329884,0.4823529411764706,0.0005
39,0.6809239162589019,0.5748820754716981,0.6949777504977058,0.47352941176470587,0.0005
40,0.6807160467471717,0.5595518867924528,0.7013483250842375,0.5,0.0005
41,0.6790149166898908,0.5619103773584906,0.6950509421965655,0.47941176470588237,0.0005
42,0.6784849369300986,0.5731132075471698,0.6971040627535652,0.49411764705882355,0.0005
43,0.6758752813879049,0.5742924528301887,0.6994558264227474,0.4852941176470588,0.0005
44,0.676731954205711,0.5784198113207547,0.7021160139757044,0.5058823529411764,0.0005
45,0.6737455568223629,0.5872641509433962,0.7032257746247684,0.47352941176470587,0.0005
46,0.6780026734999891,0.5707547169811321,0.707087224371293,0.49117647058823527,0.00025
47,0.6713005214367272,0.5831367924528302,0.707322432013119,0.5,0.00025
48,0.669372854367742,0.5925707547169812,0.7059071814312654,0.49411764705882355,0.00025
49,0.6689035622578747,0.6014150943396226,0.6993903650956995,0.4970588235294118,0.00025
50,0.6705981999073388,0.6014150943396226,0.7065892570159015,0.5029411764705882,0.00025
51,0.6673075185631806,0.6008254716981132,0.6994589952861562,0.4970588235294118,0.00025
52,0.6687572767149728,0.5961084905660378,0.7049976559246287,0.48823529411764705,0.00025
53,0.664890781888422,0.5984669811320755,0.705896349514232,0.49117647058823527,0.00025
54,0.6648310883989874,0.6014150943396226,0.7069847289253683,0.4970588235294118,0.00025
55,0.6638496079534855,0.6067216981132075,0.7060834898668177,0.4852941176470588,0.00025
